"click_page_details_name","click_page_details_record","click_page_details_current_streak","click_page_details_age","click_page_details_dob","click_page_details_class","click_page_details_height","click_page_details_reach","click_page_details_last_fight","click_page_details_gym","click_page_details_gym_url","click_page_details_opponent_name","click_page_details_opponent_result","click_page_details_opponent_result_url","click_page_details_opponent_fight_date"
"Sulo Hilaj","2-0-0 (Win-Loss-Draw)","3 Wins","21","2001.02.01","Welterweight","5'7"" (170cm)","N/A","July 03, 2021","Black Belt Academy","https://www.tapology.com/gyms/4160-black-belt-academy","Georgios Kartasis","Win · Decision · Split","https://www.tapology.com/fightcenter/bouts/295653-cage-survivor-sulo-hilaj-vs-giorgos-kartasis","2017.02.25"
"Georgios Daskalakis","1-0-0 (Win-Loss-Draw)","3 Wins","","","Lightweight","N/A","N/A","October 24, 2020","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Paris Kalaitzidis","Win · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/534044-octagon-fighting-5-giorgos-daskalakis-vs-paris-kalaitzidis","2020.10.24"
"Georgios Daskalakis","1-0-0 (Win-Loss-Draw)","3 Wins","","","Lightweight","N/A","N/A","October 24, 2020","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Andreas Nicholae","Win · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/467391-throwdown-5-giorgos-daskalakis-vs-andreas-the-slayer-nicholae","2019.12.15"
"Georgios Daskalakis","1-0-0 (Win-Loss-Draw)","3 Wins","","","Lightweight","N/A","N/A","October 24, 2020","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Alexandros Charitidis","Win · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/435092-efl-fight-night-1-alexandros-charitidis-vs-giorgos-daskalakis","2019.06.01"
"Georgios Daskalakis","1-0-0 (Win-Loss-Draw)","3 Wins","","","Lightweight","N/A","N/A","October 24, 2020","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Michalis Papanikolau","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/430898-corinthian-pro-mma-3-michalis-papanikolau-vs-giorgos-daskalakis","2019.05.04"
"Michalis Papanikolau","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","","","Bill Tranakidis","Loss · Decision · Split","https://www.tapology.com/fightcenter/bouts/623751-mma-quest-3papanikolaou-vs-tranakidis-bill-tranakidis-vs-michalis-papanikolau","2021.12.18"
"Michalis Papanikolau","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","","","Gavriel Nikitas","Win · Ground & Pound","https://www.tapology.com/fightcenter/bouts/488448-mma-challenge-pro-10-nikos-gavriilidis-vs-michalis-papanikolau","2020.02.22"
"Michalis Papanikolau","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","","","Konstantinos Sakellaropoulos","Win · KO/TKO · 2:16 · R1","https://www.tapology.com/fightcenter/bouts/470753-throwdown-5-michalis-papanikolau-vs-konstantinos-sakellaropoulos","2019.12.15"
"Michalis Papanikolau","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","","","Georgios Daskalakis","Win · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/430898-corinthian-pro-mma-3-michalis-papanikolau-vs-giorgos-daskalakis","2019.05.04"
"Valerios Janavar Akritidis","2-3-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","February 22, 2020","","","Yusuf Muhammed","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/481887-mma-challenge-pro-10-valerios-janavar-janavar-akritidis-vs-yusuf-muhammed","2020.02.22"
"Valerios Janavar Akritidis","2-3-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","February 22, 2020","","","Guliyev Rahim","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/488449-mma-challenge-pro-10-valerios-janavar-janavar-akritidis-vs-guliyev-rahim","2020.02.22"
"Valerios Janavar Akritidis","2-3-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","February 22, 2020","","","Muhammed Kir Ahmet","Loss · Triangle Choke · 2:49 · R1","https://www.tapology.com/fightcenter/bouts/490864-mma-challenge-pro-10-muhammed-kir-ahmet-vs-valerios-janavar-janavar-akritidis","2020.02.22"
"Valerios Janavar Akritidis","2-3-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","February 22, 2020","","","Claudio Vecani","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/409737-mma-challenge-pro-9-claudio-vecani-vs-valerios-akritidis","2019.02.02"
"Valerios Janavar Akritidis","2-3-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","February 22, 2020","","","Muhammed Kir Ahmet","Win · Punch · 0:29 · R1","https://www.tapology.com/fightcenter/bouts/366035-mma-challenge-pro-8-muhammed-ahmet-vs-valerios-akritidis","2018.05.05"
"Valerios Janavar Akritidis","2-3-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","February 22, 2020","","","Nikos Galis","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/335010-mma-challenge-pro-7-valerios-akritidis-vs-nikos-galis","2017.11.04"
"Valerios Janavar Akritidis","2-3-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","February 22, 2020","","","Dimitris Pournaris","","","2015.06.07"
"Kodjo Bowel","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Haralambos Georgiadis","Loss · Triangle Choke · 4:22 · R1","https://www.tapology.com/fightcenter/bouts/624228-quest-mma-3-haralambos-georgiadis-vs-kodjo-bowel","2021.12.18"
"Kodjo Bowel","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Thodoris Isaakidis","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/601906-quest-mma-2-1-kodjo-bowel-vs-thodoris-isaakidis","2021.10.16"
"Kodjo Bowel","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Giannis Stavridis","Win · KO/TKO · 3:32 · R1","https://www.tapology.com/fightcenter/bouts/602569-quest-mma-2-1-kodjo-bowel-vs-giannis-stavridis","2021.10.16"
"Kodjo Bowel","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Konstantinos Mpozidis","Win · Decision","https://www.tapology.com/fightcenter/bouts/581027-quest-mma-1-kodjo-bowel-vs-konstantinos-mpozidis","2021.07.03"
"Kodjo Bowel","1-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","December 18, 2021","EFL Martial Arts Academy","https://www.tapology.com/gyms/4110-efl-martial-arts-academy","Giorgos Metaxas","Win · Punches","https://www.tapology.com/fightcenter/bouts/534055-octagon-fighting-5-kodjo-bowel-vs-giorgos-metaxas","2020.10.24"
"Muhammed Kir Ahmet","1-2-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","February 22, 2020","","","Christos Tsirimokos","Result Unknown","https://www.tapology.com/fightcenter/bouts/614137-cage-survivor-15-muhammed-kir-ahmet-vs-christos-apache-tsirimokos","2021.12.12"
"Muhammed Kir Ahmet","1-2-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","February 22, 2020","","","Thodoris Aoursalidis","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/481672-mma-challenge-pro-10-muhammed-kir-ahmet-vs-thodoris-the-eagle-aoursalidis","2020.02.22"
"Muhammed Kir Ahmet","1-2-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","February 22, 2020","","","Valerios Janavar Akritidis","Win · Triangle Choke · 2:49 · R1","https://www.tapology.com/fightcenter/bouts/490864-mma-challenge-pro-10-muhammed-kir-ahmet-vs-valerios-janavar-janavar-akritidis","2020.02.22"
"Muhammed Kir Ahmet","1-2-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","February 22, 2020","","","Thodoris Aoursalidis","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/460221-spartacus-fight-night-1-muhammed-ahmet-vs-thodoris-the-eagle-aoursalidis","2019.10.12"
"Muhammed Kir Ahmet","1-2-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","February 22, 2020","","","Valerios Janavar Akritidis","Loss · Punch · 0:29 · R1","https://www.tapology.com/fightcenter/bouts/366035-mma-challenge-pro-8-muhammed-ahmet-vs-valerios-akritidis","2018.05.05"
"Muhammed Kir Ahmet","1-2-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","February 22, 2020","","","Nika Panchulidze","Win · Decision","https://www.tapology.com/fightcenter/bouts/408905-octagon-fighting-2-muhammed-ahmet-vs-nigka-patsoulintze","2019.01.27"
"Haralambos Georgiadis","1-0-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","December 18, 2021","","","Kodjo Bowel","Win · Triangle Choke · 4:22 · R1","https://www.tapology.com/fightcenter/bouts/624228-quest-mma-3-haralambos-georgiadis-vs-kodjo-bowel","2021.12.18"
"Evangelos Zafeiris","1-0-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","October 24, 2020","","","Aristokratis Papadopoulos","Win · Corner Stoppage · 4:21 · R3","https://www.tapology.com/fightcenter/bouts/534049-octagon-fighting-5-vangelis-zafeiris-vs-aristokratis-papadopoulos","2020.10.24"
"Bill Tranakidis","1-0-0 (Win-Loss-Draw)","1 Win","","","Welterweight","N/A","N/A","December 18, 2021","","","Michalis Papanikolau","Win · Decision · Split","https://www.tapology.com/fightcenter/bouts/623751-mma-quest-3papanikolaou-vs-tranakidis-bill-tranakidis-vs-michalis-papanikolau","2021.12.18"
"Georgios Kougioumtzidis","1-0-0 (Win-Loss-Draw)","1 Win","20","2001.10.09","Welterweight","N/A","N/A","October 24, 2020","","","Ahmad Kassem","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/525165-octagon-fighting-5-georgios-kougioumtsidis-vs-ahmad-kassem","2020.10.24"
"Georgios Kougioumtzidis","1-0-0 (Win-Loss-Draw)","1 Win","20","2001.10.09","Welterweight","N/A","N/A","October 24, 2020","","","Yoan Petrov","Win · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/534042-octagon-fighting-5-georgios-kougioumtsidis-vs-yoan-petrov","2020.10.24"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Andreas Christou","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/601905-quest-mma-2-1-ioannis-nikas-vs-andreas-christou","2021.10.16"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Sulo Hilaj","Loss · Decision","https://www.tapology.com/fightcenter/bouts/581033-quest-mma-1-sulo-hilaj-vs-ioannis-nikas","2021.07.03"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Simeon Karslidis","Loss · Triangle Choke","https://www.tapology.com/fightcenter/bouts/491107-mma-throwdown-championship-6-simon-karslidis-vs-giannis-nikas","2020.02.29"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Enerildo Drugamenos","Loss · Footlock · 2:38 · R1","https://www.tapology.com/fightcenter/bouts/376190-submissionism-3-enerildo-drugamenos-vs-giannis-nikas","2018.07.14"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Andrejs Kudrjavcevs","Loss · Guillotine Choke · 1:43 · R1","https://www.tapology.com/fightcenter/bouts/371242-wcsa-combat-ring-26-andrejs-kudrjavcevs-vs-giannis-nikas","2018.06.02"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Giorgos Konstas","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/361931-gfc-9-giannis-nikas-vs-giorgos-konstas","2018.04.29"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Petros Aidonis","Loss · Guillotine Choke · 2:35 · R2","https://www.tapology.com/fightcenter/bouts/331991-cage-survivor-giannis-nikas-vs-petros-aidonis","2017.10.21"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Romeo Meskhi","Win · Armbar · 2:18 · R2","https://www.tapology.com/fightcenter/bouts/314371-cage-survivor-giannis-nikas-vs-romeo-meskhi","2017.06.17"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Claudio Vecani","Loss · Rear Naked Choke · 4:06 · R1","https://www.tapology.com/fightcenter/bouts/268623-gfc-7-giannis-nikas-vs-claudio-vecani","2016.10.09"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Ioannis Kranis","Loss · Punches · 4:34 · R2","https://www.tapology.com/fightcenter/bouts/259916-cage-survivor-5-ioannis-kranis-vs-giannis-nikas","2016.06.11"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Konstatinos Nastoulis","Loss · Illegal Elbows · 2:46 · R2","https://www.tapology.com/fightcenter/bouts/254815-fight-night-konstatinos-nastoulis-vs-giannis-nikas","2016.04.17"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Christos Laskaridis","Win · Armbar · 4:55 · R2","https://www.tapology.com/fightcenter/bouts/240918-cage-survivor-fight-night-giannis-nikas-vs-christos-laskaridis","2016.01.17"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Konstatinos Nastoulis","Loss · Doctor Stoppage · 5:00 · R1","https://www.tapology.com/fightcenter/bouts/207324-cage-survivor-4-konstatinos-nastoulis-vs-giannis-nikas","2015.07.04"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Ioannis Katsaros","Loss · Arm Triangle Choke · 2:47 · R1","https://www.tapology.com/fightcenter/bouts/175379-cage-survivor-3-ioannis-katsaros-vs-giannis-nikas","2015.01.18"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Giannis Panagiotidis","","","2014.11.15"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Giannis Anagnostopoulos","","","2014.05.03"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Angelo Papounaisvili","","","2013.11.03"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Giannis Anagnostopoulos","","","2013.07.20"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Panagiotis Stamoulis","","","2013.02.16"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Kostantinos Belegratis","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/435093-efl-fight-night-1-kostantinos-belegratis-vs-giannis-nikas","2019.06.01"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Theodoros Torlaxidis","Win · KO/TKO · 1:45 · R1","https://www.tapology.com/fightcenter/bouts/430901-corinthian-pro-mma-3-giannis-nikas-vs-theodoros-torlaxidis","2019.05.04"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Savio Lamellari","Win · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/373986-corinthian-pro-mma-2-savio-lamellari-vs-giannis-nikas","2018.06.30"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Yoan Petrov","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/518991-octagon-fighting-5-yoan-petrov-vs-labis-flindris","2020.10.24"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Kostas Karafyllidis","Loss · Punches · 0:42 · R3","https://www.tapology.com/fightcenter/bouts/481879-mma-challenge-pro-10-kostas-karafyllidis-vs-labis-flindris","2020.02.22"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Aristokratis Papadopoulos","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/458646-octagon-fighting-3-aris-papadopoulos-vs-flindris-lampis","2019.10.05"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Panagiotis Kousis","Win · Armbar · 1:39 · R1","https://www.tapology.com/fightcenter/bouts/476007-mma-throwdown-championship-5-labis-flindris-vs-panagiotis-kousis","2019.12.15"
"Alexandros Alevras","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","October 24, 2020","","","Georgios Kaisidis","Loss · Kimura · 2:12 · R1","https://www.tapology.com/fightcenter/bouts/534052-octagon-fighting-5-georgios-kaisidis-vs-alexandros-alevras","2020.10.24"
"Aristokratis Papadopoulos","0-1-0 (Win-Loss-Draw)","1 Loss","33","1988.02.29","Welterweight","N/A","N/A","October 24, 2020","","","Evangelos Zafeiris","Loss · Corner Stoppage · 4:21 · R3","https://www.tapology.com/fightcenter/bouts/534049-octagon-fighting-5-vangelis-zafeiris-vs-aristokratis-papadopoulos","2020.10.24"
"Aristokratis Papadopoulos","0-1-0 (Win-Loss-Draw)","1 Loss","33","1988.02.29","Welterweight","N/A","N/A","October 24, 2020","","","Labis Flindris","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/458646-octagon-fighting-3-aris-papadopoulos-vs-flindris-lampis","2019.10.05"
"Giannis Stavridis","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Kodjo Bowel","Loss · KO/TKO · 3:32 · R1","https://www.tapology.com/fightcenter/bouts/602569-quest-mma-2-1-kodjo-bowel-vs-giannis-stavridis","2021.10.16"
"Giannis Stavridis","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Pepi Ivanov","Loss · Decision","https://www.tapology.com/fightcenter/bouts/371812-rfnruse-fight-night-3-pepi-the-pitbull-ivanov-vs-giannis-stavridis","2018.03.31"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Labis Flindris","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/518991-octagon-fighting-5-yoan-petrov-vs-labis-flindris","2020.10.24"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Sarantis Nikoglou","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/525162-octagon-fighting-5-yoan-petrov-vs-sarantis-nikoglou","2020.10.24"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Georgios Kougioumtzidis","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/534042-octagon-fighting-5-georgios-kougioumtsidis-vs-yoan-petrov","2020.10.24"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Emil Tepavicharov","Loss · Triangle Choke · 3:12 · R1","https://www.tapology.com/fightcenter/bouts/479539-isfa-final-conflict-2019-emil-tepavicharov-vs-yoan-petrov","2019.11.16"